,INVOICE CODE,ACCOUNT URL,AMOUNT,COMMISSIONS (USD)
2440,FDEUR167196,Vapeitalia.it - Centro Assistenza,159.9,39.97
2441,FDEUR92219,Vapeitalia.it - Centro Assistenza,159.9,39.97
2442,FDEUR94571,Vapeitalia.it - Centro Assistenza,159.9,39.97
2443,FDEUR96975,Vapeitalia.it - Centro Assistenza,159.9,39.97
2444,FDEUR99483,Vapeitalia.it - Centro Assistenza,159.9,39.97
2445,FDEUR101992,Vapeitalia.it - Centro Assistenza,159.9,39.97
2446,FDEUR104522,Vapeitalia.it - Centro Assistenza,159.9,39.97
2447,FDEUR106890,Vapeitalia.it - Centro Assistenza,159.9,39.97
2448,FDEUR109561,Vapeitalia.it - Centro Assistenza,159.9,39.97
2449,FDEUR112163,Vapeitalia.it - Centro Assistenza,159.9,39.97
2450,FDEUR89184,SAMMONTANA HELP DESK,23.37,5.84
2451,FDEUR91647,SAMMONTANA HELP DESK,23.37,5.84
2452,FDEUR94017,SAMMONTANA HELP DESK,23.37,5.84
2453,FDEUR96370,SAMMONTANA HELP DESK,23.37,5.84
2454,FDEUR98902,SAMMONTANA HELP DESK,23.37,5.84
2455,FDEUR101366,SAMMONTANA HELP DESK,23.37,5.84
2456,FDEUR103902,SAMMONTANA HELP DESK,23.37,5.84
2457,FDEUR106253,SAMMONTANA HELP DESK,23.37,5.84
2458,FDEUR108860,SAMMONTANA HELP DESK,23.37,5.84
2459,FDEUR111528,SAMMONTANA HELP DESK,23.37,5.84
2460,FDEUR114311,SAMMONTANA HELP DESK,23.37,5.84
2461,FDEUR116819,SAMMONTANA HELP DESK,23.37,5.84
2462,FDEUR119576,SAMMONTANA HELP DESK,23.37,5.84
2463,FDEUR122471,SAMMONTANA HELP DESK,23.37,5.84
2464,FDEUR125173,SAMMONTANA HELP DESK,23.37,5.84
2465,FDEUR128011,SAMMONTANA HELP DESK,23.37,5.84
2466,FDEUR131007,SAMMONTANA HELP DESK,23.37,5.84
2467,FDEUR134154,SAMMONTANA HELP DESK,23.37,5.84
2468,FDEUR137182,SAMMONTANA HELP DESK,23.37,5.84
2469,FDEUR140036,SAMMONTANA HELP DESK,23.37,5.84
2470,FDEUR143397,SAMMONTANA HELP DESK,23.37,5.84
2471,FDEUR146668,SAMMONTANA HELP DESK,23.37,5.84
2472,FDEUR150042,SAMMONTANA HELP DESK,23.37,5.84
2473,FDEUR153399,SAMMONTANA HELP DESK,23.37,5.84
2474,FDEUR156751,SAMMONTANA HELP DESK,23.37,5.84
2475,FDEUR160109,SAMMONTANA HELP DESK,23.37,5.84
2476,FDEUR163251,SAMMONTANA HELP DESK,23.37,5.84
2477,FDEUR166400,SAMMONTANA HELP DESK,23.37,5.84
2478,FDEUR169740,SAMMONTANA HELP DESK,23.37,5.84
2479,FDEUR147582,Overstep S.r.l.,23.37,5.84
2480,FDEUR150864,Overstep S.r.l.,23.37,5.84
2481,FDEUR154283,Overstep S.r.l.,23.37,5.84
2482,FDEUR157647,Overstep S.r.l.,23.37,5.84
2483,FDEUR160926,Overstep S.r.l.,23.37,5.84
2484,FDEUR164046,Overstep S.r.l.,23.37,5.84
2485,FDEUR167229,Overstep S.r.l.,23.37,5.84
2486,FDEUR86540,special-conteit,4339.44,1084.86
2487,FDEUR116595,special-conteit,6509.16,1627.29
2488,FDEUR102144,special-conteit,670.35,167.58
2489,FDEUR88621,special-conteit,670.35,167.58
2490,FDEUR129039,special-conteit,901.59,225.39
2491,FDEUR134762,special-conteit,677.73,169.43
2492,FDEUR153049,special-conteit,9402.12,2350.53
2493,FD814739,EnGenius Networks Europe BV,348.0,87.0
2494,FD874046,EnGenius Networks Europe BV,249.0,62.25
2495,FD1031529,EnGenius Networks Europe BV,696.0,174.0
2496,FD1280348,EnGenius Networks Europe BV,696.0,174.0
2497,FD806663,Welconboat srl,260.0,65.0
2498,FD823569,Welconboat srl,130.0,32.5
2499,FD841276,Welconboat srl,130.0,32.5
2500,FDEUR84569,imas impianti srl,79.95,19.98
2501,FDEUR86848,imas impianti srl,79.95,19.98
2502,FDEUR89246,imas impianti srl,79.95,19.98
2503,FDEUR91708,imas impianti srl,79.95,19.98
2504,FDEUR94047,imas impianti srl,79.95,19.98
2505,FDEUR96427,imas impianti srl,79.95,19.98
2506,FDEUR98959,imas impianti srl,79.95,19.98
2507,FDEUR101428,imas impianti srl,79.95,19.98
2508,FDEUR103970,imas impianti srl,79.95,19.98
2509,FDEUR106300,imas impianti srl,79.95,19.98
2510,FDEUR108964,imas impianti srl,79.95,19.98
2511,FDEUR111591,imas impianti srl,79.95,19.98
2512,FDEUR114365,imas impianti srl,79.95,19.98
2513,FDEUR116877,imas impianti srl,79.95,19.98
2514,FDEUR119643,imas impianti srl,79.95,19.98
2515,FDEUR122518,imas impianti srl,79.95,19.98
2516,FDEUR125255,imas impianti srl,79.95,19.98
2517,FDEUR128086,imas impianti srl,79.95,19.98
2518,FDEUR131050,imas impianti srl,79.95,19.98
2519,FDEUR134227,imas impianti srl,79.95,19.98
2520,FDEUR137262,imas impianti srl,79.95,19.98
2521,FDEUR140126,imas impianti srl,79.95,19.98
2522,FDEUR143494,imas impianti srl,79.95,19.98
2523,FDEUR146770,imas impianti srl,79.95,19.98
2524,FDEUR150105,imas impianti srl,79.95,19.98
2525,FDEUR153510,imas impianti srl,79.95,19.98
2526,FDEUR156849,imas impianti srl,79.95,19.98
2527,FDEUR160169,imas impianti srl,79.95,19.98
2528,FDEUR163344,imas impianti srl,79.95,19.98
2529,FDEUR169830,imas impianti srl,79.95,19.98
2530,FDEUR166473,imas impianti srl,79.95,19.98
2531,FDEUR81854,GIWAsupport,442.8,110.7
2532,FDEUR111282,GIWAsupport,442.8,110.7
2533,FDEUR140354,GIWAsupport,33.21,8.3
2534,FDEUR146345,GIWAsupport,664.2,166.05
2535,FDEUR166096,GIWAsupport,109.47,27.36
2536,FDEUR83557,dcc,2568.24,642.06
2537,FDEUR111615,dcc,20.91,5.22
2538,FDEUR113176,dcc,2996.28,749.07
2539,FDEUR149716,dcc,3852.36,963.09
2540,FDEUR156760,dcc,353.01,88.25
2541,FDEUR158982,dcc,328.41,82.1
2542,FD790981,Grow Up Network,540.0,135.0
2543,FD865718,Tembo,133.0,33.25
2544,FD883429,Tembo,133.0,33.25
2545,FD901171,Tembo,133.0,33.25
2546,FD919885,Tembo,133.0,33.25
2547,FD937839,Tembo,133.0,33.25
2548,FD955663,Tembo,133.0,33.25
2549,FD974001,Tembo,133.0,33.25
2550,FD992344,Tembo,133.0,33.25
2551,FD1011625,Tembo,133.0,33.25
2552,FD1029907,Tembo,133.0,33.25
2553,FD1049004,Tembo,133.0,33.25
2554,FD1068211,Tembo,133.0,33.25
2555,FD1088410,Tembo,133.0,33.25
2556,FD1108719,Tembo,133.0,33.25
2557,FD1129554,Tembo,133.0,33.25
2558,FD1151355,Tembo,133.0,33.25
2559,FD1171629,Tembo,133.0,33.25
2560,FD1192238,Tembo,38.0,9.5
2561,FD1212904,Tembo,38.0,9.5
2562,FD1233310,Tembo,38.0,9.5
2563,FD1256821,Tembo,38.0,9.5
2564,FD1278509,Tembo,38.0,9.5
2565,FD1300681,Tembo,38.0,9.5
2566,FD1322684,Tembo,38.0,9.5
2567,FDEUR81692,Spedire.com,1446.48,361.62
2568,FDEUR82741,Spedire.com,698.64,174.66
2569,FDEUR111077,Spedire.com,2169.72,542.43
2570,FDEUR146147,Spedire.com,2169.72,542.43
2571,FDEUR146610,Spedire.com,2169.72,542.43
2572,FDEUR95976,DocFinance Srl,79.95,19.98
2573,FDEUR98466,DocFinance Srl,79.95,19.98
2574,FDEUR100453,DUFERCO ENERGIA S.P.A.,35645.4,8911.35
2575,FDEUR102134,DUFERCO ENERGIA S.P.A.,1131.6,282.9
2576,FDEUR110098,DUFERCO ENERGIA S.P.A.,1810.56,452.64
2577,FDEUR122943,DUFERCO ENERGIA S.P.A.,1637.13,409.28
2578,FDEUR125749,DUFERCO ENERGIA S.P.A.,527.67,131.91
2579,FDEUR130665,DUFERCO ENERGIA S.P.A.,492.0,123.0
2580,FDEUR133792,DUFERCO ENERGIA S.P.A.,419.43,104.85
2581,FDEUR136085,DUFERCO ENERGIA S.P.A.,170.97,42.74
2582,FDEUR139124,DUFERCO ENERGIA S.P.A.,50922.0,12730.5
2583,FDEUR141843,DUFERCO ENERGIA S.P.A.,3290.25,822.56
2584,FDEUR155184,DUFERCO ENERGIA S.P.A.,0.0,0.0
2585,FDEUR155183,DUFERCO ENERGIA S.P.A.,0.0,0.0
2586,FDEUR155553,DUFERCO ENERGIA S.P.A.,0.0,0.0
2587,FDEUR155187,DUFERCO ENERGIA S.P.A.,0.0,0.0
2588,FDEUR158784,DUFERCO ENERGIA S.P.A.,2617.44,654.36
2589,FDEUR160535,DUFERCO ENERGIA S.P.A.,478.47,119.61
2590,FDEUR161697,DUFERCO ENERGIA S.P.A.,535.05,133.76
2591,FDGBP11755,Max Mara Fashion Group,538.56,134.64
2592,FDGBP17686,Max Mara Fashion Group,333.2,83.3
2593,FDGBP23606,Max Mara Fashion Group,1256.64,314.16
2594,FDGBP40469,Max Mara Fashion Group,1256.64,314.16
2595,FDEUR89256,aligroup,5785.92,1446.48
2596,FD802225,Piscina.Shop,180.0,45.0
2597,FD1017995,Piscina.Shop,180.0,45.0
2598,FD1264124,Piscina.Shop,180.0,45.0
2599,FD758091,KILLIN SPA,25.0,6.25
2600,FD775112,KILLIN SPA,25.0,6.25
2601,FD791927,KILLIN SPA,25.0,6.25
2602,FD809263,KILLIN SPA,25.0,6.25
2603,FD826529,KILLIN SPA,25.0,6.25
2604,FD843972,KILLIN SPA,25.0,6.25
2605,FD861435,KILLIN SPA,25.0,6.25
2606,FD879256,KILLIN SPA,25.0,6.25
2607,FD897134,KILLIN SPA,25.0,6.25
2608,FD915450,KILLIN SPA,25.0,6.25
2609,FD933804,KILLIN SPA,25.0,6.25
2610,FD951819,KILLIN SPA,25.0,6.25
2611,FD969585,KILLIN SPA,25.0,6.25
2612,FD988194,KILLIN SPA,25.0,6.25
2613,FD1007030,KILLIN SPA,25.0,6.25
2614,FD1025795,KILLIN SPA,25.0,6.25
2615,FD1044468,KILLIN SPA,25.0,6.25
2616,FD1063887,KILLIN SPA,25.0,6.25
2617,FD1083549,KILLIN SPA,25.0,6.25
2618,FD1103710,KILLIN SPA,25.0,6.25
2619,FD1124899,KILLIN SPA,25.0,6.25
2620,FD1146266,KILLIN SPA,25.0,6.25
2621,FD1167345,KILLIN SPA,25.0,6.25
2622,FD1187920,KILLIN SPA,25.0,6.25
2623,FD1207889,KILLIN SPA,25.0,6.25
2624,FD1229590,KILLIN SPA,25.0,6.25
2625,FD1251470,KILLIN SPA,25.0,6.25
2626,FD1273637,KILLIN SPA,25.0,6.25
2627,FD1295358,KILLIN SPA,25.0,6.25
2628,FD1317795,KILLIN SPA,25.0,6.25
2629,FD1339643,KILLIN SPA,25.0,6.25
2630,FD1361712,KILLIN SPA,25.0,6.25
2631,FD725284,KILLIN SPA,25.0,6.25
2632,FD741865,KILLIN SPA,25.0,6.25
2633,FD1393396,KILLIN SPA,25.0,6.25
